products_created,admin_visits,seller_probability,tx,gmv_usd,country_A,country_B,country_C,country_D,country_E,max_segment_A,max_segment_B,max_segment_C,max_segment_D,max_segment_F,max_segment_G,max_segment_H,creation_platform_A,creation_platform_B,creation_platform_C,creation_platform_D,source_A,source_B,source_C,source_D,source_E,source_F,source_G,source_H,source_I,source_J,source_K
-0.0038113066738458415,-0.6624736950540874,-0.6869563762214356,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.08298104006087513,-0.3439761617663269,1.3192996106146584,-0.07679312683661049,-0.08339210195234299,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.044809918606414575,-0.5259747522164757,-0.7502245619742051,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.10984219960290292,-0.8444722855042363,-0.7153179767312977,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.10277347340763243,-0.798972637891699,-0.5263860841040622,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.11125594484195699,-1.1629698187919968,-0.6926286963234078,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.07803293172418578,-0.5259747522164757,1.1172777485213328,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.10630783650526766,-0.7079733426666246,-0.6948103579010897,-0.09944917417543676,-0.10624715917835018,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.008205527858113956,0.702515733322029,-0.7318986047216787,-0.09944917417543676,-0.10524495246553356,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.0872222757780374,-0.16197757131617802,-0.6053622332161399,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.15311441486115862,1.4305100951226244,1.0941521357979067,-0.03148103215895797,-0.014249722463389538,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.07535842671318344,1.9765058664730712,1.6862550879807212,-0.03148103215895797,-0.04861335460462022,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.09146351149519967,-0.07097827609110359,1.8049374778066056,-0.09944917417543676,-0.10199717015950263,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.06742984243128007,-0.20747721892871526,-0.2824763197192479,-0.09944917417543676,-0.1050887900783294,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.020776249542494973,0.11102031435904526,1.7189800116459466,0.12711129921282582,0.13627500488879832,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.10772158174432177,-1.2084694664045341,-0.7567695467072502,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.07591231386560464,-0.2984765141537897,-0.5490753645119519,-0.09944917417543676,-0.1035489103361516,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.10560096388574064,-0.9354715807293108,-0.5246407548419171,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.07873980434371282,0.020021019133970832,-0.6145252118424029,-0.09944917417543676,-0.104891116170476,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.056826753138374375,1.6580083331853106,-0.7188086352555885,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.06742984243128007,-0.5714743998290129,-0.5970719192209494,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0704103183764941,1.5670090379602362,2.0017233521134954,0.17242339389047834,0.11091344251121034,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.10772158174432177,-0.5714743998290129,-0.5682739863955509,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.10630783650526766,-0.6624736950540874,-0.7406252510324055,-0.09944917417543676,-0.1039403046737013,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.10489409126621356,-0.4804751046039385,-0.4574455782493204,-0.09944917417543676,-0.08248280197621746,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.10135972816857834,-0.02547862847856638,-0.5503843614585611,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.0992391103099972,-0.8899719331167735,-0.5359853950458617,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.08580853053898331,-0.1164779237036408,-0.5407850505167614,-0.09944917417543676,-0.09587916271144066,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.11125594484195699,-1.1174701711794597,-0.6249971874152752,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.0723779507679694,-0.5259747522164757,-0.3959227217586963,-0.09944917417543676,-0.09770962309816293,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.04198242812830638,-1.1174701711794597,-0.7410615833479418,-0.09944917417543676,-0.1055809981088843,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.09570474721236197,-0.6624736950540874,-0.6228155258375936,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.10913532698337586,-0.798972637891699,-0.6171432057356211,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.01158690548864336,2.113004809310683,-0.53380373346818,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.10984219960290292,-1.026470875954385,-0.39112306628779664,-0.09944917417543676,-0.09988008260639296,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.019362504303440883,-0.3439761617663269,-0.6053622332161399,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.06955046028986123,1.0665129142223266,1.7303246518498916,-0.08812115050602362,-0.10641122852186848,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.10701470912479473,0.2930189048091941,-0.6158342087890121,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.09711849245141606,-0.16197757131617802,1.3747138146877742,-0.08812115050602362,-0.09089382675537856,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.08510165791945626,1.2940111522850128,1.978161407074533,-0.020153008489544842,-0.023949581121754642,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.11125594484195699,-1.1174701711794597,-0.7401889187168692,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.015274254053384432,1.2485115046724755,1.4750702472611323,0.3989838672787409,-0.05025009456164616,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.09711849245141606,-0.4349754569914013,1.8372260691562952,-0.09944917417543676,-0.10091391714446613,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.09711849245141606,-0.980971228341848,-0.7336439339838241,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.10135972816857834,-0.7079733426666246,-0.6655760927601551,-0.09944917417543676,-0.10071426649753422,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.032086211454927724,-0.02547862847856638,-0.7702958484888767,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0032574195214246284,0.4295178476468057,-0.6062348978472126,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.0016906888152647009,-0.1164779237036408,-0.6712484128621273,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.08934289363661854,-0.16197757131617802,1.3323895800807486,-0.06546510316719736,-0.07559979650476295,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.040721668356358126,0.20201960958411969,-0.6114708856336487,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.09287725673425376,-0.7079733426666246,1.5557917256353553,-0.08812115050602362,-0.05593124267335215,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.1084284543638488,-0.7534729902791618,-0.5442757090410522,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.0992391103099972,1.8855065712479968,2.0056503429533223,1.022025169096463,0.5256076035795697,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.07803293172418578,-0.07097827609110359,-0.7157543090468341,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.11125594484195699,-1.1629698187919968,-0.6926286963234078,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.08368791268040217,0.475017495259343,-0.7397525864013328,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.07873980434371282,-0.16197757131617802,-0.5634743309246512,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.09146351149519967,-0.25297686654125245,-0.6633944311824732,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.08015354958276692,0.06552066674650804,1.431000683391962,-0.05413707949778423,-0.09024347959854097,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.09853223769047016,-0.8444722855042363,-0.7650598607024406,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.03349995669398182,1.2030118570599384,-0.6009989100607764,-0.09944917417543676,-0.09885020154647688,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.10701470912479473,-1.0719705235669224,-0.7641871960713679,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.01794875906438679,2.6590005806611288,1.626041228436706,0.025159086188107672,0.0564443972022129,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.08368791268040217,0.020021019133970832,1.7141803561750468,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.11054907222242996,-1.1174701711794597,-0.5019514744340272,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.09711849245141606,1.4760097427351615,-0.6468138031920923,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.11125594484195699,-1.2084694664045341,-0.7419342479790145,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.09782536507094312,-0.3439761617663269,-0.5713283126043053,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.02643123049871135,2.204004104535757,-0.6415778154056562,0.002503038849281416,-0.07069748358999925,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.09570474721236197,-0.7079733426666246,-0.5992535807986311,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.07096420552891533,2.2495037521482946,-0.5944539253277313,-0.08812115050602362,-0.08471058691772497,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.10984219960290292,-0.5259747522164757,-0.6428868123522652,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.08510165791945626,-0.16197757131617802,1.9855790564386508,-0.020153008489544842,-0.043315693874149776,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.061067988855536666,1.7035079807978482,1.2363964706627537,-0.09944917417543676,-0.0954126522889067,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.09146351149519967,-0.3439761617663269,-0.5922722637500497,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.02855184835729249,1.1575122094474009,1.237705467609363,0.11578327554341272,-0.04310813627090373,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.10701470912479473,-0.3894758093788641,0.9314001821028516,-0.06546510316719736,-0.07855897490532797,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.10348034602715947,-0.5714743998290129,-0.7401889187168692,-0.06546510316719736,-0.07101376184256464,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.11125594484195699,-0.980971228341848,-0.7401889187168692,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.060361116236009614,1.2030118570599384,-0.6891380377991173,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.08863602101709149,-0.07097827609110359,-0.5761279680752049,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.10984219960290292,-1.2084694664045341,-0.5883452729102225,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.10772158174432177,-0.980971228341848,-0.5556203492449971,-0.11077719784484988,-0.10646262373791036,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.11054907222242996,-0.7079733426666246,1.593316304771481,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.20047488036947075,-0.2984765141537897,-0.7445522418722326,-0.11077719784484988,-0.10646262373791036,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
