c_index,ibs,mean_auc,model
0.7452945331724427,0.11866231107231932,0.8370052485073458,coxph
0.7476432215150538,0.11830403113530345,0.838646123651853,nonlinear_coxph
0.6226045758241195,0.15151758802964654,0.6891129170263189,l_mtlr
0.5416746482283186,0.18957050011094345,0.5581569581297976,n_mtlr
0.7321260829350277,0.12616185921587714,0.8229399391460033,gomp
0.7388092871168086,0.12385124248312714,0.8358488596273973,csf
0.751353829002773,0.11887566410109507,0.844709980989792,rsf
0.7453243768307544,1.0,0.16241499145986207,svm_l
