c_index,ibs,mean_auc,model
0.7452945331724427,0.11866231107231932,0.8370052485073458,coxph
0.7480395727650856,0.1181495753659615,0.8392368860554948,nonlinear_coxph
0.5010994009363334,0.21871374532261378,0.5079573520601027,l_mtlr
0.6340720060039216,0.22674332699435645,0.3089303546262015,n_mtlr
0.7321260829350277,0.12616185921587714,0.8229399391460033,gomp
0.7436055714859982,0.12342615447830903,0.8391798903553028,csf
0.7478292899777538,0.120553785066537,0.8414002638915302,rsf
0.7453243768307544,0.0,0.16241469798449104,svm_l
